UserId,TweetId,Tweet,ADR_label
10452772,64966,"METHODS: The patient required insulin desensitization for severe urticaria, angioedema, and occasional wheezing resulting from her insulin dose.",1
10452772,750104,"METHODS: The patient required insulin desensitization for severe urticaria, angioedema, and occasional wheezing resulting from her insulin dose.",1
10452772,137292,"METHODS: The patient required insulin desensitization for severe urticaria, angioedema, and occasional wheezing resulting from her insulin dose.",1
10452772,821924,"METHODS: The patient required insulin desensitization for severe urticaria, angioedema, and occasional wheezing resulting from her insulin dose.",1
10452772,406033,"OBJECTIVE: The purpose of this study was to determine whether desensitization to NPH insulin, as well as standard insulin desensitization, could control allergic symptoms in a patient allergic to both NPH and regular insulin.",1
10452772,904641,"OBJECTIVE: The purpose of this study was to determine whether desensitization to NPH insulin, as well as standard insulin desensitization, could control allergic symptoms in a patient allergic to both NPH and regular insulin.",1
10452772,400925,Patients receiving neutral protamine Hagedorn (NPH) insulin are at increased risk for the development of protamine hypersensitivity.,1
10452772,763586,Protamine allergy as a complication of insulin hypersensitivity: A case report.,1
10452772,34036,She continued to receive regular insulin 4 times per day over the following 3 years with only occasional hives.,1
10452772,547998,"The patient had recurrence of urticaria and angioedema a year and a half later, at which point the NPH was stopped and she was desensitized to regular insulin.",1
10452772,468535,"The patient had recurrence of urticaria and angioedema a year and a half later, at which point the NPH was stopped and she was desensitized to regular insulin.",1
10452772,783525,"The patient had recurrence of urticaria and angioedema a year and a half later, at which point the NPH was stopped and she was desensitized to regular insulin.",1
10452772,35657,"The patient had recurrence of urticaria and angioedema a year and a half later, at which point the NPH was stopped and she was desensitized to regular insulin.",1
10458196,122844,A 5-month-old infant became lethargic and poorly responsive after receiving 1 drop of brimonidine in each eye.,1
10458196,398295,A 5-month-old infant became lethargic and poorly responsive after receiving 1 drop of brimonidine in each eye.,1
10458196,639635,An 11-day-old infant became lethargic and apneic after a single drop of brimonidine.,1
10458196,844087,An 11-day-old infant became lethargic and apneic after a single drop of brimonidine.,1
10458196,537497,Apparent central nervous system depression in infants after the use of topical brimonidine.,1
10458196,932016,CONCLUSIONS: Topical brimonidine may be associated with central nervous system depression in infants.,1
10458196,869463,PURPOSE: To report two cases in which topical brimonidine resulted in apparent central nervous system depression and unresponsiveness in an infant.,1
10461415,861933,Ceftriaxone was approved in 1997 for the treatment of otitis media despite previous studies that documented an association of ceftriaxone with elevated hepato-biliary enzymes and transient biliary stasis.,1
10461415,653316,Ceftriaxone was approved in 1997 for the treatment of otitis media despite previous studies that documented an association of ceftriaxone with elevated hepato-biliary enzymes and transient biliary stasis.,1
10461415,830498,Hepato-biliary abnormalities secondary to ceftriaxone use: a case report.,1
10465148,384495,Anterior lumbosacral radiculopathy after intrathecal methotrexate treatment.,1
10465148,723568,Reported are three children who developed progressive paraparesis after intrathecal methotrexate administration followed by complete or partial recovery.,1
10466445,744210,"During the first days of arsenic trioxide treatment a rapid decrease in the D-dimers was seen (normal values reached until day 7), together with a slight decrease in peripheral blood leukocytes.",1
10466445,837513,"During the first days of arsenic trioxide treatment a rapid decrease in the D-dimers was seen (normal values reached until day 7), together with a slight decrease in peripheral blood leukocytes.",1
10467499,682419,"A 22-year-old black man developed fever, chills, fatigue, night sweats, tender lymphadenopathy, and a generalized, pruritic, macular eruption 3 weeks after starting minocycline therapy for acne.",1
10467499,469644,"A 22-year-old black man developed fever, chills, fatigue, night sweats, tender lymphadenopathy, and a generalized, pruritic, macular eruption 3 weeks after starting minocycline therapy for acne.",1
10467499,368666,"A 22-year-old black man developed fever, chills, fatigue, night sweats, tender lymphadenopathy, and a generalized, pruritic, macular eruption 3 weeks after starting minocycline therapy for acne.",1
10467499,799902,"A 22-year-old black man developed fever, chills, fatigue, night sweats, tender lymphadenopathy, and a generalized, pruritic, macular eruption 3 weeks after starting minocycline therapy for acne.",1
10467499,829553,"A 22-year-old black man developed fever, chills, fatigue, night sweats, tender lymphadenopathy, and a generalized, pruritic, macular eruption 3 weeks after starting minocycline therapy for acne.",1
10467499,28607,"With the negative viral serologies, the clinical picture was most consistent with an infectious mononucleosis-like syndrome produced by the minocycline ingestion.",1
10473079,847883,We conclude that the presence of this metabolic defect combined with topical 5-FU (a drug demonstrating a narrow therapeutic index) results in the unusual presentation of life-threatening toxicity after treatment with a topical drug.,1
10473079,19967,We now report the first known cancer patient who developed life-threatening complications after treatment with topical 5-FU and was shown subsequently to have profound DPD deficiency.,1
10475726,467350,An acute ischaemic event associated with the use of venlafaxine: a case report and proposed pathophysiological mechanisms.,1
10475726,985808,The association of venlafaxine treatment with ischaemic events could be explained by its unique pharmacological and haemodynamic properties.,1
10475726,757465,This is the first report of a possible association between an acute cardiovascular event and venlafaxine.,1
10475726,750222,"We present a case of an elderly woman with a pre-existing history of ischaemic heart disease, who was treated with venlafaxine, and developed acute myocardial ischaemia within the first week of treatment.",1
10482872,286533,Apparent cyclophosphamide (cytoxan) embryopathy: a distinct phenotype?,1
10482872,328290,The purpose of this report is to document a new case of in utero CP exposure with multiple congenital anomalies and to establish an apparent CP embryopathy phenotype.,1
10482872,486805,The purpose of this report is to document a new case of in utero CP exposure with multiple congenital anomalies and to establish an apparent CP embryopathy phenotype.,1
10482872,684350,"The reported cases of in utero exposure to cyclosposphamide shared the following manifestations with our patient: growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and distal limb defects including hypoplastic thumbs and oligodactyly.",1
10482872,134506,"The reported cases of in utero exposure to cyclosposphamide shared the following manifestations with our patient: growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and distal limb defects including hypoplastic thumbs and oligodactyly.",1
10482872,872039,"The reported cases of in utero exposure to cyclosposphamide shared the following manifestations with our patient: growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and distal limb defects including hypoplastic thumbs and oligodactyly.",1
10482872,850951,"The reported cases of in utero exposure to cyclosposphamide shared the following manifestations with our patient: growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and distal limb defects including hypoplastic thumbs and oligodactyly.",1
10482872,14658,"The reported cases of in utero exposure to cyclosposphamide shared the following manifestations with our patient: growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and distal limb defects including hypoplastic thumbs and oligodactyly.",1
10482872,22141,"The reported cases of in utero exposure to cyclosposphamide shared the following manifestations with our patient: growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and distal limb defects including hypoplastic thumbs and oligodactyly.",1
10482872,669455,"The reported cases of in utero exposure to cyclosposphamide shared the following manifestations with our patient: growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and distal limb defects including hypoplastic thumbs and oligodactyly.",1
10482872,574723,"We conclude that (a) cyclophosphamide is a human teratogen, (b) a distinct phenotype exists, and (c) the safety of CP in pregnancy is in serious question.",1
10487084,637509,"In all cases, seizures were controlled by withdrawal of phenytoin and reduction of drug levels.",1
10487084,790323,Paradoxical seizures in phenytoin toxicity.,1
10487084,339895,"We present three patients with paradoxical seizures; their serum phenytoin levels were 43.5 mcg/mL, 46.5 mcg/mL and 38.3 mcg/mL.",1
10492493,478661,CONCLUSIONS: This case suggests that losartan can induce late-onset angioedema in patients with normal renal function and that the reaction can recur after initial resolution of the symptoms.,1
10492493,646671,Losartan-induced angioedema.,1
10492493,693688,OBJECTIVE: To report a case of angioedema associated with losartan administration.,1
10492493,255696,"The incidence of angioedema secondary to losartan, an angiotensin II receptor antagonist, is unknown.",1
10494874,219428,We report the case of a female acromegalic patient in whom multiple hepatic adenomas appeared soon after danazol treatment for uterine fibromatosis.,1
10510017,767873,Heparin-induced thrombocytopenia is a rare and serious complication of anticoagulation therapy.,1
10510017,929644,Pediatric heparin-induced thrombocytopenia: management with Danaparoid (orgaran).,1
10510017,864897,"There remains a paucity of information pertaining to alternative anticoagulation strategies for use during cardiopulmonary bypass concomitant with heparin-induced thrombocytopenia, especially in children.",1
10510017,627721,We report the successful treatment of heparin-induced thrombocytopenia and subsequent hemorrhagic complications postoperatively in a 2-year-old child with Danaparoid (orgaran).,1
10510017,241318,We report the successful treatment of heparin-induced thrombocytopenia and subsequent hemorrhagic complications postoperatively in a 2-year-old child with Danaparoid (orgaran).,1
10513720,864609,Taxane-induced glaucoma.,1
10513720,302577,We report a case of glaucoma induced by doxetaxel therapy for metastatic breast cancer.,1
10516999,766401,Acute hyperphosphatemia caused by sodium phosphate enema in a patient with liver dysfunction and chronic renal failure.,1
10516999,707308,We report a case of acute hyperphosphatemia secondary to rectal administration of sodium phosphate and sodium biphosphate (Fleet enema).,1
10516999,881278,We report a case of acute hyperphosphatemia secondary to rectal administration of sodium phosphate and sodium biphosphate (Fleet enema).,1
10524732,501355,Prolongation of the QT interval and ventricular tachyarrhymias have been described in patients on amiodarone therapy.,1
10524732,595943,Prolongation of the QT interval and ventricular tachyarrhymias have been described in patients on amiodarone therapy.,1
10524732,618792,We report a case of recurrent torsades de pointes following treatment with pentavalent antimonial drugs and amiodarone.,1
10530201,499920,Emphasis is given to the differentiation of diphenylhydantoin induced gingival hyperplasia from the angiomatous enlargement of the gingiva before any treatment is planned.,1
10555917,23208,"A 66-year-old Japanese woman with severe scleroderma developed anemia and thrombocytopenia due to D-penicillamine (D-Pen) treatment, although the leukopenia was not markedly severe.",1
10555917,917909,"A 66-year-old Japanese woman with severe scleroderma developed anemia and thrombocytopenia due to D-penicillamine (D-Pen) treatment, although the leukopenia was not markedly severe.",1
10555917,33278,"A 66-year-old Japanese woman with severe scleroderma developed anemia and thrombocytopenia due to D-penicillamine (D-Pen) treatment, although the leukopenia was not markedly severe.",1
10555917,561057,"A 66-year-old Japanese woman with severe scleroderma developed anemia and thrombocytopenia due to D-penicillamine (D-Pen) treatment, although the leukopenia was not markedly severe.",1
10555917,487518,Cessation of D-Pen and the start of corticosteroid therapy were followed by recovery from bicytopenia.,1
10555917,752133,In vitro inhibition of hematopoiesis in a patient with systemic sclerosis treated with D-penicillamine.,1
10555917,351225,These findings suggest that bicytopenia in this patient was caused by D-Pen and may be due to different sensitivities in the hematopoietic lineage.,1
10560960,260291,A 48-year-old woman who was treated for thyrotoxicosis with methimazole developed agranulocytosis.,1
10566542,337389,Postoperative hypocalcemic tetany caused by fleet phospho-soda preparation in a patient taking alendronate sodium: report of a case.,1
10566542,689580,Postoperative hypocalcemic tetany caused by fleet phospho-soda preparation in a patient taking alendronate sodium: report of a case.,1
10566542,307073,This case report describes a patient who was previously prescribed alendronate (Fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with Fleet Phospho-Soda.,1
10566542,837504,This case report describes a patient who was previously prescribed alendronate (Fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with Fleet Phospho-Soda.,1
10566542,780709,This case report describes a patient who was previously prescribed alendronate (Fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with Fleet Phospho-Soda.,1
10566542,890407,This case report describes a patient who was previously prescribed alendronate (Fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with Fleet Phospho-Soda.,1
10566542,883859,This case report describes a patient who was previously prescribed alendronate (Fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with Fleet Phospho-Soda.,1
10566542,908091,This case report describes a patient who was previously prescribed alendronate (Fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with Fleet Phospho-Soda.,1
10575189,686794,Described here are 2 patients who developed thrombotic microangiopathy of the kidneys after receiving high cumulative doses of the new anticancer drug gemcitabine.,1
10575189,657984,Thrombotic microangiopathy with renal failure in two patients undergoing gemcitabine chemotherapy.,1
10575189,331958,Thrombotic microangiopathy with renal failure in two patients undergoing gemcitabine chemotherapy.,1
10579985,461585,The first patient was a 61-year-old man with a 30-year history of fistulizing CD in whom B-cell non-Hodgkin's lymphoma was diagnosed 9 months after treatment with infliximab.,1
10579985,751859,The relationship between infliximab treatment and lymphoma in Crohn's disease.,1
10579985,39247,The second is a 29-year-old man with CD in whom nodular sclerosing Hodgkin's lymphoma was diagnosed 3 weeks after infusion with infliximab.,1
10579985,507010,We describe the clinical course of 2 patients with Crohn's disease (CD) in whom lymphoma was diagnosed after treatment with infliximab.,1
10586009,928444,Codeine intoxication in the neonate.,1
10586009,987729,"We report a case of codeine intoxication in the neonate, in which the drug was prescribed for cough control during an emergency department visit.",1
10589077,740644,Hydroxyurea (HU) and sodium phenylbutyrate (SPB) have been shown to increase fetal hemoglobin (Hb F) levels in patients with thalassemia intermedia.,1
10589077,474842,Hydroxyurea (HU) and sodium phenylbutyrate (SPB) have been shown to increase fetal hemoglobin (Hb F) levels in patients with thalassemia intermedia.,1
10589077,63561,"Of the four patients who responded to HU with an increase in total Hb, all reported symptomatic improvement and three have not required further transfusions.",1
10589077,978873,Prolonged responses were achieved with low doses of HU (3-10 mg/kg/day) and higher doses were associated with mild reversible hematologic or hepatic toxicity and no further increases in Hb.,1
10589077,890663,Prolonged responses were achieved with low doses of HU (3-10 mg/kg/day) and higher doses were associated with mild reversible hematologic or hepatic toxicity and no further increases in Hb.,1
10589077,90535,"Sodium phenylbutyrate was added to treatment with HU in two patients, but failed to produce an increase in total Hb despite increasing Hb F levels.",1
10589077,12039,"Sodium phenylbutyrate was added to treatment with HU in two patients, but failed to produce an increase in total Hb despite increasing Hb F levels.",1
10589077,781529,We conclude that low-dose HU therapy in patients with thalassemia intermedia may increase total Hb levels sufficiently to eliminate the need for transfusions.,1
10589077,763541,"We describe the clinical response, as determined by increases in total Hb and decreased transfusion needs, in five patients with thalassemia intermedia treated with HU alone or in combination with SPB.",1
10589077,646129,"We describe the clinical response, as determined by increases in total Hb and decreased transfusion needs, in five patients with thalassemia intermedia treated with HU alone or in combination with SPB.",1
10592946,122465,"A 36-y-o patient with schizophrenia, who had consumed gradually increasing quantities of oolong tea that eventually reached 15 L each day, became delirious and was admitted to a psychiatric hospital.",1
10592946,283454,After abstinence from oolong tea his delirium resolved.,1
10592946,509600,Severe rhabdomyolysis following massive ingestion of oolong tea: caffeine intoxication with coexisting hyponatremia.,1
10592946,942700,Severe rhabdomyolysis following massive ingestion of oolong tea: caffeine intoxication with coexisting hyponatremia.,1
10592946,645854,Severe rhabdomyolysis following massive ingestion of oolong tea: caffeine intoxication with coexisting hyponatremia.,1
10592946,960930,Severe rhabdomyolysis following massive ingestion of oolong tea: caffeine intoxication with coexisting hyponatremia.,1
10592946,310508,"The clinical course suggests that caffeine, which is present in oolong tea, was mainly responsible for the rhabdomyolysis as well as the delirium, although severe hyponatremia has been reported to cause rhabdomyolysis on rare occasions.",1
10592946,615487,"The clinical course suggests that caffeine, which is present in oolong tea, was mainly responsible for the rhabdomyolysis as well as the delirium, although severe hyponatremia has been reported to cause rhabdomyolysis on rare occasions.",1
10592946,365312,"The clinical course suggests that caffeine, which is present in oolong tea, was mainly responsible for the rhabdomyolysis as well as the delirium, although severe hyponatremia has been reported to cause rhabdomyolysis on rare occasions.",1
10592946,909497,"The clinical course suggests that caffeine, which is present in oolong tea, was mainly responsible for the rhabdomyolysis as well as the delirium, although severe hyponatremia has been reported to cause rhabdomyolysis on rare occasions.",1
10592946,483960,The possibility of severe rhabdomyolysis should be considered in a patient with water intoxication due to massive ingestion of caffeine-containing beverages.,1
10592946,282933,The possibility of severe rhabdomyolysis should be considered in a patient with water intoxication due to massive ingestion of caffeine-containing beverages.,1
10592946,332011,"We hypothesize that caffeine toxicity injured the muscle cells, which were fragile due to the potassium depletion induced by the coexisting hyponatremia, to result in unusually severe rhabdomyolysis.",1
10592946,405640,"We hypothesize that caffeine toxicity injured the muscle cells, which were fragile due to the potassium depletion induced by the coexisting hyponatremia, to result in unusually severe rhabdomyolysis.",1
10592946,517624,"We hypothesize that caffeine toxicity injured the muscle cells, which were fragile due to the potassium depletion induced by the coexisting hyponatremia, to result in unusually severe rhabdomyolysis.",1
10592946,669731,"We hypothesize that caffeine toxicity injured the muscle cells, which were fragile due to the potassium depletion induced by the coexisting hyponatremia, to result in unusually severe rhabdomyolysis.",1
10592946,601191,"We hypothesize that caffeine toxicity injured the muscle cells, which were fragile due to the potassium depletion induced by the coexisting hyponatremia, to result in unusually severe rhabdomyolysis.",1
10599932,861895,"After the addition of citalopram, a desmethylclomipramine plasma level increase and an 8-hydroacy-desmethylclomipramine plasma level decrease were observed.",1
10599932,705234,"After the addition of citalopram, a desmethylclomipramine plasma level increase and an 8-hydroacy-desmethylclomipramine plasma level decrease were observed.",1
10607332,685198,We report 3 cases of HIV-1 infected patients who experienced symptomatic angiolipomas shortly after starting antiretroviral therapy including the protease inhibitor indinavir.,1
10610018,197449,Elevated serum triglycerides with clozapine resolved with risperidone in four patients.,1
10610018,677337,In two patients clozapine was reinstated after risperidone was discontinued; serum triglyceride levels increased.,1
10610018,405354,This increase when clozapine was switched to risperidone and vice versa is consistent with our previous report of elevated serum triglyceride levels in clozapine-treated patients.,1
10614572,818013,Intravenous valproate associated with significant hypotension in the treatment of status epilepticus.,1
10614572,863198,"To our knowledge, this is the first report of significant hypotension associated with intravenous valproate in the treatment of status epilepticus in the pediatric population.",1
10614572,931286,We report a case of severe hypotension associated with intravenous valproate used to treat status epilepticus in an 11-year-old girl.,1
10619721,152236,In both patients the rippling phenomena worsened with pyridostigmine treatment but markedly improved after immunosuppression with azathioprine.,1
10633877,246492,A diagnosis of masked theophylline poisoning should be considered in similar situations involving a rapid decrease of insulin requirements.,1
10633877,92532,"Salicylate intoxication was excluded, and theophylline was finally incriminated.",1
10633877,320921,Theophylline intoxication mimicking diabetic ketoacidosis in a child.,1
10633877,602727,"This compound, used by adults in the child's home, had caused accidental theophylline poisoning, mimicking diabetic ketoacidosis.",1
10646879,916570,Methylene blue in the treatment and prevention of ifosfamide-induced encephalopathy: report of 12 cases and a review of the literature.,1
10646879,814592,Ten to 15% of patients treated with ifosfamide develop an encephalopathy.,1
10646879,322214,We conclude that MB is an effective treatment for ifosfamide-induced encephalopathy.,1
10650865,956337,Portal vein thrombosis in a patient with severe haemophilia A and F V G1691A mutation during continuous infusion of F VIII after intramural jejunal bleeding--successful thrombolysis under heparin therapy.,1
